Skill,Relevant_Coursework,Model_Estimated_ability,Course_Level,Course_Num,Course_IDNum
Integrated Solutions and Services,"Computer Science 441 Computer Networks  Principles and practice in modern telecommunications, computer communications and networks. Layered communication protocols and current physical, data link, network and Internet protocol layers. Circuit switching, packet switching, and an introduction to broadband multimedia networking.  ",0.23299181047081946,4.0,441.0,CPSC 441
Space Systems and Electronics,"Computer Science 441 Computer Networks  Principles and practice in modern telecommunications, computer communications and networks. Layered communication protocols and current physical, data link, network and Internet protocol layers. Circuit switching, packet switching, and an introduction to broadband multimedia networking.  ",0.22168528881669045,4.0,441.0,CPSC 441
Computer-Aided Design,"Computer Science 441 Computer Networks  Principles and practice in modern telecommunications, computer communications and networks. Layered communication protocols and current physical, data link, network and Internet protocol layers. Circuit switching, packet switching, and an introduction to broadband multimedia networking.  ",0.2209073393046856,4.0,441.0,CPSC 441
Computer Science,"Computer Science 441 Computer Networks  Principles and practice in modern telecommunications, computer communications and networks. Layered communication protocols and current physical, data link, network and Internet protocol layers. Circuit switching, packet switching, and an introduction to broadband multimedia networking.  ",0.09954143071174622,4.0,441.0,CPSC 441
Computer-Aided Design,"Computer Science 433 Artificial Intelligence  An examination of the objectives, key techniques and achievements of work on artificial intelligence in Computer Science.  ",0.2209073393046856,4.0,433.0,CPSC 433
Test Planning and Field Operations,"Computer Science 433 Artificial Intelligence  An examination of the objectives, key techniques and achievements of work on artificial intelligence in Computer Science.  ",0.21495791351795196,4.0,433.0,CPSC 433
Ethics/Values in Science and,"Computer Science 433 Artificial Intelligence  An examination of the objectives, key techniques and achievements of work on artificial intelligence in Computer Science.  ",0.21323235055804252,4.0,433.0,CPSC 433
Research and Development,"Computer Science 433 Artificial Intelligence  An examination of the objectives, key techniques and achievements of work on artificial intelligence in Computer Science.  ",0.21204336807131768,4.0,433.0,CPSC 433
Computer Science,"Computer Science 433 Artificial Intelligence  An examination of the objectives, key techniques and achievements of work on artificial intelligence in Computer Science.  ",0.09954143071174622,4.0,433.0,CPSC 433
Process and Projects Documentation,"Computer Science  418 Introduction to Cryptography  The basics of cryptography, with emphasis on attaining well-defined and practical notations of security. Symmetric and public key cryptosystems; one-way and trapdoor functions; mechanisms for data integrity; digital signatures; key management; applications to the design of cryptographic systems. In addition to written homework, assessment will involve application programming; additional mathematical theory and proof-oriented exercises will be available for extra credit.  ",0.22217171385884285,4.0,418.0,CPSC 418
Process and Procedure Development,"Computer Science  418 Introduction to Cryptography  The basics of cryptography, with emphasis on attaining well-defined and practical notations of security. Symmetric and public key cryptosystems; one-way and trapdoor functions; mechanisms for data integrity; digital signatures; key management; applications to the design of cryptographic systems. In addition to written homework, assessment will involve application programming; additional mathematical theory and proof-oriented exercises will be available for extra credit.  ",0.22130089098215103,4.0,418.0,CPSC 418
Computer-Aided Design,"Computer Science  418 Introduction to Cryptography  The basics of cryptography, with emphasis on attaining well-defined and practical notations of security. Symmetric and public key cryptosystems; one-way and trapdoor functions; mechanisms for data integrity; digital signatures; key management; applications to the design of cryptographic systems. In addition to written homework, assessment will involve application programming; additional mathematical theory and proof-oriented exercises will be available for extra credit.  ",0.2209073393046856,4.0,418.0,CPSC 418
